INFO 2024-08-13 14:38:53,714 autoreload Watching for file changes with StatReloader
DEBUG 2024-08-13 14:39:55,613 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\files.py first seen with mtime 1720454814.0605156
DEBUG 2024-08-13 14:39:55,613 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\topup.py first seen with mtime 1721530437.9464912
DEBUG 2024-08-13 14:39:55,613 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\yaml\nodes.py first seen with mtime 1705540953.0738456
DEBUG 2024-08-13 14:39:55,614 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1720454813.1891968
DEBUG 2024-08-13 14:39:55,614 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1720454814.3287444
DEBUG 2024-08-13 14:39:55,614 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\utils.py first seen with mtime 1720454814.6134615
DEBUG 2024-08-13 14:39:55,614 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\engine\grouping.py first seen with mtime 1720454806.95467
DEBUG 2024-08-13 14:39:55,614 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\checkout\__init__.py first seen with mtime 1721530437.961162
DEBUG 2024-08-13 14:39:55,614 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\backends\base\features.py first seen with mtime 1720454814.2341728
DEBUG 2024-08-13 14:39:55,615 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\charset_normalizer\constant.py first seen with mtime 1721530435.4600708
DEBUG 2024-08-13 14:39:55,615 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\terminal\reader.py first seen with mtime 1721530437.9881382
DEBUG 2024-08-13 14:39:55,615 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\duration.py first seen with mtime 1720454814.6881273
DEBUG 2024-08-13 14:39:55,615 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\treasury\debit_reversal.py first seen with mtime 1721530437.992646
DEBUG 2024-08-13 14:39:55,615 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\files\images.py first seen with mtime 1720454814.0919344
DEBUG 2024-08-13 14:39:55,615 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sessions\backends\__init__.py first seen with mtime 1720454813.2047215
DEBUG 2024-08-13 14:39:55,616 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\middleware\cache.py first seen with mtime 1720454814.593184
DEBUG 2024-08-13 14:39:55,616 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\__init__.py first seen with mtime 1720454814.6728475
DEBUG 2024-08-13 14:39:55,616 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\datastructures.py first seen with mtime 1720454814.6791897
DEBUG 2024-08-13 14:39:55,616 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\click\decorators.py first seen with mtime 1722452313.170948
DEBUG 2024-08-13 14:39:55,616 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\functools.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,616 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\click\parser.py first seen with mtime 1722452313.1731088
DEBUG 2024-08-13 14:39:55,616 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\staticfiles\management\commands\__init__.py first seen with mtime 1720454814.0325477
DEBUG 2024-08-13 14:39:55,617 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\platform.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,617 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\loaders\filesystem.py first seen with mtime 1720454814.6364963
DEBUG 2024-08-13 14:39:55,617 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\abstract\updateable_api_resource.py first seen with mtime 1721530437.9566839
DEBUG 2024-08-13 14:39:55,617 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\euctwprober.py first seen with mtime 1721530435.828043
DEBUG 2024-08-13 14:39:55,617 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\requests\cookies.py first seen with mtime 1721530436.9392693
DEBUG 2024-08-13 14:39:55,617 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\admin.py first seen with mtime 1720454810.8038282
DEBUG 2024-08-13 14:39:55,617 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\_distutils_hack\__init__.py first seen with mtime 1702427236.4426088
DEBUG 2024-08-13 14:39:55,618 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\struct.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,618 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\re\_constants.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,618 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\celery\fixups\django.py first seen with mtime 1722452316.1120954
DEBUG 2024-08-13 14:39:55,618 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\escprober.py first seen with mtime 1721530435.8240047
DEBUG 2024-08-13 14:39:55,618 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\backends\__init__.py first seen with mtime 1720454814.6134615
DEBUG 2024-08-13 14:39:55,618 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\radar\value_list_item.py first seen with mtime 1721530437.9755504
DEBUG 2024-08-13 14:39:55,620 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\radar\early_fraud_warning.py first seen with mtime 1721530437.9735446
DEBUG 2024-08-13 14:39:55,620 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\pickle.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,620 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\refund.py first seen with mtime 1721530437.936013
DEBUG 2024-08-13 14:39:55,621 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\usage_record.py first seen with mtime 1721530437.9474816
DEBUG 2024-08-13 14:39:55,621 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\filters\right_margin.py first seen with mtime 1720454806.970316
DEBUG 2024-08-13 14:39:55,621 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\cache\backends\__init__.py first seen with mtime 1720454814.0597231
DEBUG 2024-08-13 14:39:55,621 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\response.py first seen with mtime 1721530433.611392
DEBUG 2024-08-13 14:39:55,622 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\sql\where.py first seen with mtime 1720454814.4077678
DEBUG 2024-08-13 14:39:55,622 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\filters.py first seen with mtime 1720454808.685706
DEBUG 2024-08-13 14:39:55,622 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\difflib.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,622 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\person.py first seen with mtime 1721530437.931875
DEBUG 2024-08-13 14:39:55,622 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\ephemeral_key.py first seen with mtime 1721530437.917167
DEBUG 2024-08-13 14:39:55,622 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\query.py first seen with mtime 1720454814.36079
DEBUG 2024-08-13 14:39:55,622 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\forms\formsets.py first seen with mtime 1720454814.4077678
DEBUG 2024-08-13 14:39:55,623 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\euckrfreq.py first seen with mtime 1721530435.8259919
DEBUG 2024-08-13 14:39:55,623 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\conf\__init__.py first seen with mtime 1720454807.9991453
DEBUG 2024-08-13 14:39:55,623 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\customer_balance_transaction.py first seen with mtime 1721530437.9139712
DEBUG 2024-08-13 14:39:55,623 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1720454810.8038282
DEBUG 2024-08-13 14:39:55,623 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\yaml\tokens.py first seen with mtime 1705540953.0823226
DEBUG 2024-08-13 14:39:55,623 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\zoneinfo\__init__.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:39:55,624 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\contextvars.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,624 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\asyncio\coroutines.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,624 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\text.py first seen with mtime 1720454814.7133172
DEBUG 2024-08-13 14:39:55,624 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\http\cookies.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,624 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\sqlparse\filters\tokens.py first seen with mtime 1720454806.970316
DEBUG 2024-08-13 14:39:55,625 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\gzip.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,625 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\sites\shortcuts.py first seen with mtime 1720454813.631691
DEBUG 2024-08-13 14:39:55,625 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\corsheaders\checks.py first seen with mtime 1721266422.5586505
DEBUG 2024-08-13 14:39:55,625 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\email\quoprimime.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,625 autoreload File C:\Users\shiya\PycharmProjects\CourtManagementSystem\app\models.py first seen with mtime 1722455558.9978268
DEBUG 2024-08-13 14:39:55,625 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\chardet\langthaimodel.py first seen with mtime 1721530435.8395884
DEBUG 2024-08-13 14:39:55,626 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\security\csrf.py first seen with mtime 1720454814.0777056
DEBUG 2024-08-13 14:39:55,626 autoreload File C:\Users\shiya\PycharmProjects\CourtManagementSystem\app\tasks.py first seen with mtime 1723569059.8410141
DEBUG 2024-08-13 14:39:55,626 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\dateutil\tz\_factories.py first seen with mtime 1705540973.2362149
DEBUG 2024-08-13 14:39:55,626 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\sql\query.py first seen with mtime 1720454814.3921473
DEBUG 2024-08-13 14:39:55,626 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\packages\six.py first seen with mtime 1721530433.626799
DEBUG 2024-08-13 14:39:55,627 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\__init__.py first seen with mtime 1721530433.631798
DEBUG 2024-08-13 14:39:55,627 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\handlers\__init__.py first seen with mtime 1720454814.1069448
DEBUG 2024-08-13 14:39:55,627 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\kombu\resource.py first seen with mtime 1722452314.6538067
DEBUG 2024-08-13 14:39:55,627 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\wsgiref\headers.py first seen with mtime 1702005616.0
DEBUG 2024-08-13 14:39:55,627 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\middleware\security.py first seen with mtime 1720454814.6033392
DEBUG 2024-08-13 14:39:55,627 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\psutil\_compat.py first seen with mtime 1705540958.694108
DEBUG 2024-08-13 14:39:55,627 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\MySQLdb\_mysql.cp312-win_amd64.pyd first seen with mtime 1720455718.9630792
DEBUG 2024-08-13 14:39:55,628 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\dateutil\parser\_parser.py first seen with mtime 1705540973.233216
DEBUG 2024-08-13 14:39:55,628 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\async_checks.py first seen with mtime 1720454814.0605156
DEBUG 2024-08-13 14:39:55,628 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\source_transaction.py first seen with mtime 1721530437.9409823
DEBUG 2024-08-13 14:39:55,628 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\util\url.py first seen with mtime 1721530433.645524
DEBUG 2024-08-13 14:39:55,628 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\core\checks\security\sessions.py first seen with mtime 1720454814.0912194
DEBUG 2024-08-13 14:39:55,628 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1720454814.3921473
DEBUG 2024-08-13 14:39:55,629 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\urllib3\packages\__init__.py first seen with mtime 1721530433.6257982
DEBUG 2024-08-13 14:39:55,629 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\contrib\admin\templatetags\admin_list.py first seen with mtime 1720454809.812829
DEBUG 2024-08-13 14:39:55,629 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\utils\numberformat.py first seen with mtime 1720454814.7067838
DEBUG 2024-08-13 14:39:55,629 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\corsheaders\apps.py first seen with mtime 1721266422.5586505
DEBUG 2024-08-13 14:39:55,629 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_text.py first seen with mtime 1702005614.0
DEBUG 2024-08-13 14:39:55,629 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\django\template\base.py first seen with mtime 1720454814.6068177
DEBUG 2024-08-13 14:39:55,630 autoreload File C:\Users\shiya\AppData\Local\Programs\Python\Python312\Lib\site-packages\stripe\api_resources\issuing\cardholder.py first seen with mtime 1721530437.9704604
